Entry	Subcellular location [CC]	Protein names	Gene names	Entry name	Intramembrane	Transmembrane	Topological domain
A0A6M4JJK9		tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	mtaB HIR78_15015	A0A6M4JJK9_BACSU			
A0A6M4JHT7		30S ribosomal protein S8	rpsH HIR78_00795	A0A6M4JHT7_BACSU			
A0A6M3ZDB3		Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD HIR78_13170	A0A6M3ZDB3_BACSU			
A0A6M3ZKF7		Uncharacterized protein	HIR78_22565	A0A6M3ZKF7_BACSU			
A0A6M3Z6Y3		50S ribosomal protein L16	rplP HIR78_00760	A0A6M3Z6Y3_BACSU			
A0A6M4JR50		6-phospho-beta-glucosidase (EC 3.2.1.86)	HIR78_22825	A0A6M4JR50_BACSU			
A0A6M3ZGR7		GTPase Der (GTP-binding protein EngA)	engA der HIR78_13685	A0A6M3ZGR7_BACSU			
A0A6M3Z902	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Iron ABC transporter permease	HIR78_04685	A0A6M3Z902_BACSU			
A0A6M4JK37		Beta-hydroxyacyl-ACP dehydratase	HIR78_02320	A0A6M4JK37_BACSU			
A0A6M4JFA9		1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)	pruA rocA HIR78_01885	A0A6M4JFA9_BACSU			
A0A6M4JLQ0		Uncharacterized protein	HIR78_15455	A0A6M4JLQ0_BACSU			
A0A6M3ZD09		Uncharacterized protein	HIR78_12650	A0A6M3ZD09_BACSU			
A0A6M3ZEI9		Uncharacterized protein	HIR78_14875	A0A6M3ZEI9_BACSU			
A0A6M3ZEC8		O-acetylserine dependent cystathionine beta-synthase (EC 2.5.1.134)	HIR78_16020	A0A6M3ZEC8_BACSU			
A0A6M3ZJR3		3-((4R)-4-hydroxycyclohexa-1, 5-dien-1-yl)-2-oxopropanoate isomerase (EC 5.3.3.19)	bacB HIR78_21610	A0A6M3ZJR3_BACSU			
A0A6M4JFW4	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01491, ECO:0000256|PIRNR:PIRNR004803}.	Ribonuclease J (RNase J) (EC 3.1.-.-)	rnj HIR78_07990	A0A6M4JFW4_BACSU			
A0A6M4JEX2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|PIRNR:PIRNR005690}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Spore germination protein GerKA	gerKA HIR78_02140	A0A6M4JEX2_BACSU			
A0A6M3ZBE0		Uncharacterized protein	HIR78_09395	A0A6M3ZBE0_BACSU			
A0A6M4JIM0		ROK family protein	HIR78_09545	A0A6M4JIM0_BACSU			
A0A6M4JGH6		Dipicolinic acid synthetase subunit A	dpaA HIR78_09110	A0A6M4JGH6_BACSU			
A0A6M4JQT3		Penicillin V amidase	yxeI HIR78_22535	A0A6M4JQT3_BACSU			
A0A6M3Z6Q4		50S ribosomal protein L23	rplW HIR78_00735	A0A6M3Z6Q4_BACSU			
A0A6M3Z7N1		Metallopeptidase ImmA	immA HIR78_02770	A0A6M3Z7N1_BACSU			
A0A6M3Z823		PTS sugar transporter subunit IIB	HIR78_03315	A0A6M3Z823_BACSU			
A0A6M3ZI57		Transcriptional regulator YxaF	yxaF HIR78_22760	A0A6M3ZI57_BACSU			
A0A6M3ZA34		Uncharacterized protein	HIR78_07640	A0A6M3ZA34_BACSU			
A0A6M4JKM2		Mannose-6-phosphate isomerase (EC 5.3.1.8)	manA HIR78_06640	A0A6M4JKM2_BACSU			
A0A6M3ZBG8		Chemotaxis protein CheA (EC 2.7.13.3)	HIR78_08960	A0A6M3ZBG8_BACSU			
A0A6M4JQD7		Spore coat polysaccharide biosynthesis protein SpsF	HIR78_21675	A0A6M4JQD7_BACSU			
A0A6M3ZGX8		Lipoprotein	HIR78_20025	A0A6M3ZGX8_BACSU			
A0A6M4JHJ9		Methylthioribose kinase (MTR kinase) (EC 2.7.1.100)	mtnK HIR78_07480	A0A6M4JHJ9_BACSU			
A0A6M4JFY6		MarR family transcriptional regulator	HIR78_03245	A0A6M4JFY6_BACSU			
A0A6M4JE27	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.	Two-component system response regulator LnrK	lnrK linK HIR78_04615	A0A6M4JE27_BACSU			
A0A6M4JJQ3		Transcriptional regulator LevR	levR HIR78_15920	A0A6M4JJQ3_BACSU			
A0A6M3ZEB8		Ribosome biogenesis GTPase YqeH	yqeH HIR78_15145	A0A6M3ZEB8_BACSU			
A0A6M3ZKU2		Copper chaperone CopZ	copZ HIR78_19385	A0A6M3ZKU2_BACSU			
A0A6M3ZGR1		Heptaprenylglyceryl phosphate O-acetyltransferase	hprF HIR78_20145	A0A6M3ZGR1_BACSU			
A0A6M3ZAM2	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|ARBA:ARBA00004429}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004429}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PTS transporter subunit EIIA	HIR78_07925	A0A6M3ZAM2_BACSU			
A0A6M3ZHI1		Coproheme III oxidative decarboxylase (Coproheme decarboxylase) (Hydrogen peroxide-dependent heme synthase)	HIR78_21580	A0A6M3ZHI1_BACSU			
A0A6M4JHH1		Uncharacterized protein	HIR78_00065	A0A6M4JHH1_BACSU			
A0A6M3Z6C6		Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk HIR78_00200	A0A6M3Z6C6_BACSU			
A0A6M3ZIG0		DUF1992 domain-containing protein	HIR78_04335	A0A6M3ZIG0_BACSU			
A0A6M3Z831		N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK HIR78_03680	A0A6M3Z831_BACSU			
A3F3D1		Anthranilate synthase component 1 (EC 4.1.3.27)	trpE	A3F3D1_BACSU			
A0A6M3ZM43	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|PIRNR:PIRNR018571}.	Sporulation sigma-E factor-processing peptidase (EC 3.4.23.-) (Membrane-associated aspartic protease) (Stage II sporulation protein GA)	spoIIGA HIR78_08395	A0A6M3ZM43_BACSU			
A0A6M3ZEZ7		Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA HIR78_16280	A0A6M3ZEZ7_BACSU			
A0A6M4JRB4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Tetracycline efflux MFS transporter Tet(L)	tet(L) HIR78_23240	A0A6M4JRB4_BACSU			
A0A6M3ZA95		ABC transporter ATP-binding protein YknY	yknY HIR78_07905	A0A6M3ZA95_BACSU			
A0A6M4JHZ8	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00063}.	Phosphoadenosine phosphosulfate reductase (EC 1.8.4.8) (3'-phosphoadenylylsulfate reductase) (PAPS reductase, thioredoxin dependent) (PAPS sulfotransferase) (PAdoPS reductase)	cysH HIR78_08525	A0A6M4JHZ8_BACSU			
A0A6M3Z7I4		Pyridoxamine 5'-phosphate oxidase family protein	HIR78_02420	A0A6M3Z7I4_BACSU			
A0A6M3ZFU4	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00909}. Note=Assembles at midcell at the inner surface of the cytoplasmic membrane. {ECO:0000256|HAMAP-Rule:MF_00909}.	Cell division protein FtsZ	ftsZ HIR78_08385	A0A6M3ZFU4_BACSU			
A0A6M3ZAU7	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01491, ECO:0000256|PIRNR:PIRNR004803}.	Ribonuclease J (RNase J) (EC 3.1.-.-)	rnj HIR78_09135	A0A6M3ZAU7_BACSU			
A0A6M3ZAN4		4-aminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.19)	gabT HIR78_02250	A0A6M3ZAN4_BACSU			
A0A6M3ZKN3		Uncharacterized protein	HIR78_18790	A0A6M3ZKN3_BACSU			
A0A6M3ZGC8		FAD-binding oxidoreductase	HIR78_18915	A0A6M3ZGC8_BACSU			
A0A6M4JMX2		MOSC domain-containing protein	HIR78_18080	A0A6M4JMX2_BACSU			
A0A6M3ZDE0		Hsp20/alpha crystallin family protein	HIR78_13385	A0A6M3ZDE0_BACSU			
A0A6M4JG65		NmrA family NAD(P)-binding protein	HIR78_03920	A0A6M4JG65_BACSU			
A0A6M3ZFI4		ABC transporter substrate-binding protein	HIR78_17735	A0A6M3ZFI4_BACSU			
A0A6M3ZD57		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17) (5-keto-4-deoxyuronate isomerase) (DKI isomerase)	kduI HIR78_13315	A0A6M3ZD57_BACSU			
A0A6M3ZH76		YwdI family protein	HIR78_21720	A0A6M3ZH76_BACSU			
A0A6M3ZH12		Flagellar protein FlaG	flaG HIR78_20345	A0A6M3ZH12_BACSU			
A3F462		Glutamate dehydrogenase (Fragment)	gudB	A3F462_BACSU			
A0A6M4JIB1		Uncharacterized protein	HIR78_08110	A0A6M4JIB1_BACSU			
A0A6M4JQW6		6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase (EC 4.1.2.29)	iolJ HIR78_22600	A0A6M4JQW6_BACSU			
A0A6M4JIJ3		Reverse transcriptase-like protein	HIR78_13225	A0A6M4JIJ3_BACSU			
A0A6M4JR00		Phr family secreted Rap phosphatase inhibitor	HIR78_22940	A0A6M4JR00_BACSU			
A0A6M4JPU1		Als operon DNA-binding transcriptional repressor AlsR	alsR rpiR HIR78_20705	A0A6M4JPU1_BACSU			
A0A6M4JJZ0		Phage tail protein	HIR78_12890	A0A6M4JJZ0_BACSU			
A0A6M3Z920	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00160}.	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	serC HIR78_05585	A0A6M3Z920_BACSU			
A0A6M3ZCP0		Spore germination protein GerPE	HIR78_05915	A0A6M3ZCP0_BACSU			
A0A6M4JQL7		YxlC family protein	HIR78_22105	A0A6M4JQL7_BACSU			
A0A6M4JNZ7		Iron-containing alcohol dehydrogenase	HIR78_18270	A0A6M4JNZ7_BACSU			
A0A6M3ZFE6		Tyrosine-type recombinase/integrase	HIR78_11205	A0A6M3ZFE6_BACSU			
A0A6M3ZJ83		Fe-S cluster assembly protein SufB	sufB HIR78_18940	A0A6M3ZJ83_BACSU			
A0A6M4JEE2		Universal stress protein	HIR78_05405	A0A6M4JEE2_BACSU			
A0A6M4JFC4		Sporulation-specific transcription regulator SopVIF	spoVIF HIR78_06515	A0A6M4JFC4_BACSU			
A0A6M3Z7C5		Uncharacterized protein	HIR78_02130	A0A6M3Z7C5_BACSU			
A0A6M4JGF1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00040}.	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr HIR78_09005	A0A6M4JGF1_BACSU			
A0A6M3ZFM7		Ktr system potassium transporter KtrC	ktrC HIR78_07980	A0A6M3ZFM7_BACSU			
A0A6M3ZDU4		Sigma-54-dependent Fis family transcriptional regulator	HIR78_14340	A0A6M3ZDU4_BACSU			
A0A6M3ZEV1		Bifunctional cystathionine gamma-lyase/homocysteine desulfhydrase	HIR78_16015	A0A6M3ZEV1_BACSU			
A0A6M3Z8D5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Carbohydrate ABC transporter permease	HIR78_04040	A0A6M3Z8D5_BACSU		TRANSMEM 21..44;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 79..102;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 114..133;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 145..166;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 199..222;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"; TRANSMEM 261..280;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU363032"	
A0A6M4JL55	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00130}.	Holliday junction resolvase RecU (EC 3.1.22.4) (Recombination protein U homolog)	recU HIR78_13420	A0A6M4JL55_BACSU			
A0A6M4JCW5		Copper uptake transcriptional regulator YcnK	ycnK HIR78_02280	A0A6M4JCW5_BACSU			
A0A6M3ZED6		Levanase (EC 3.2.1.80)	sacC HIR78_15895	A0A6M3ZED6_BACSU			
A0A6M4JK71	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	GlsB/YeaQ/YmgE family stress response membrane protein	HIR78_02500	A0A6M4JK71_BACSU			
A0A6M3ZAC4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU362081}.	Metal-transporting ATPase PfeT	pfeT HIR78_07635	A0A6M3ZAC4_BACSU		TRANSMEM 51..69;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU362081"; TRANSMEM 81..100;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU362081"; TRANSMEM 259..279;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU362081"; TRANSMEM 285..309;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU362081"; TRANSMEM 593..612;  /note="Helical";  /evidence="ECO:0000256|RuleBase:RU362081"	
A0A6M3ZI66		(Fe-S)-binding protein	HIR78_16775	A0A6M3ZI66_BACSU			
A0A6M4JG04	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.	Phosphocarrier protein HPr	HIR78_07665	A0A6M4JG04_BACSU			
A0A6M4JP41		Histidine kinase (EC 2.7.13.3)	yvrG HIR78_19225	A0A6M4JP41_BACSU			
A0A6M4JGL3		DNA repair/recombination ATPase SbcE	sbcE HIR78_05520	A0A6M4JGL3_BACSU			
A0A6M4JPT0		HAD family phosphatase	HIR78_20620	A0A6M4JPT0_BACSU			
A0A6M4JKQ5		3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC HIR78_16555	A0A6M4JKQ5_BACSU			
A0A6M3ZE30		Stage II sporulation protein P	HIR78_15065	A0A6M3ZE30_BACSU			
A0A6M4JIL2		SMI1/KNR4 family protein	HIR78_09490	A0A6M4JIL2_BACSU			
A0A6M4JHV2		Uncharacterized protein	HIR78_12470	A0A6M4JHV2_BACSU			
A0A6M4JKY7	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	DUF421 domain-containing protein	HIR78_07215	A0A6M4JKY7_BACSU			
A0A6M4JDW2		Recombination protein RecR	recR HIR78_00140	A0A6M4JDW2_BACSU			
A0A6M3ZF84		ECF transporter S component	HIR78_07305	A0A6M3ZF84_BACSU			
A0A6M4JLE4	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Cytochrome d ubiquinol oxidase subunit II	HIR78_17800	A0A6M4JLE4_BACSU			
A0A6M3Z8Q5		Amidase domain-containing protein	HIR78_05030	A0A6M3Z8Q5_BACSU			
A0A6M3Z9K4		HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)	hpr HIR78_05565	A0A6M3Z9K4_BACSU			
A0A6M3ZGN1		Alpha/beta hydrolase	HIR78_19455	A0A6M3ZGN1_BACSU			
A0A6M4JQ40	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00494}.	Probable transaldolase (EC 2.2.1.2)	fsa tal HIR78_21290	A0A6M4JQ40_BACSU			
A0A6M4JP58		Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)	cysI HIR78_19345	A0A6M4JP58_BACSU			
A0A6M3ZGW1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Sugar porter family MFS transporter	HIR78_20610	A0A6M3ZGW1_BACSU			
A0A6M3ZAI1	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Toxin SDP protection protein YknW	yknW HIR78_07895	A0A6M3ZAI1_BACSU			
A0A6M4JMH1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU000320}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141, ECO:0000256|RuleBase:RU000320}.	Na+/H+ antiporter subunit D	HIR78_18405	A0A6M4JMH1_BACSU			
A0A6M3ZDM7		Uncharacterized protein	HIR78_04170	A0A6M3ZDM7_BACSU			
A0A6M4JFJ6		Manganese catalase family protein	HIR78_06885	A0A6M4JFJ6_BACSU			
A0A6M4JF43		Glycosyltransferase family 2 protein	HIR78_02460	A0A6M4JF43_BACSU			
A0A6M3ZDD7		6-phosphogluconolactonase (EC 3.1.1.31)	pgl HIR78_07190	A0A6M3ZDD7_BACSU			
A0A6M3ZHV6	SUBCELLULAR LOCATION: Spore coat {ECO:0000256|PIRNR:PIRNR038931}.	Spore coat protein GerQ	gerQ HIR78_21705	A0A6M3ZHV6_BACSU			
A0A6M4JMT2		50S ribosomal protein L32	rpmF HIR78_08280	A0A6M4JMT2_BACSU			
A0A6M3ZGR2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|HAMAP-Rule:MF_01382}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_01382}; Cytoplasmic side {ECO:0000256|HAMAP-Rule:MF_01382}. Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_01382}. Note=Distribution is 50-50. {ECO:0000256|HAMAP-Rule:MF_01382}.	Protein translocase subunit SecA	secA HIR78_20315	A0A6M3ZGR2_BACSU			
A0A6M3Z7T0		LLM class flavin-dependent oxidoreductase	HIR78_02895	A0A6M3Z7T0_BACSU			
A0A6M4JKH6		YtxH domain-containing protein	HIR78_17330	A0A6M4JKH6_BACSU			
A0A6M4JQW5	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	MFS transporter	HIR78_22730	A0A6M4JQW5_BACSU			
A0A6M4JKK1		Uncharacterized protein	HIR78_12490	A0A6M4JKK1_BACSU			
A0A6M4JNE3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Multidrug efflux MFS transporter Bmr	bmr HIR78_14295	A0A6M4JNE3_BACSU			
A0A6M3ZIY7		Aminotransferase (EC 2.6.1.-)	HIR78_18285	A0A6M3ZIY7_BACSU			
A0A6M3ZG75		YuzL family protein	HIR78_19035	A0A6M3ZG75_BACSU			
A0A6M3ZD26		Aminotransferase (EC 2.6.1.-)	aspB HIR78_13450	A0A6M3ZD26_BACSU			
A0A6M4JK58		Uncharacterized protein	HIR78_11075	A0A6M4JK58_BACSU			
A0A6M3ZC69		Uncharacterized protein	HIR78_11100	A0A6M3ZC69_BACSU			
A0A6M4JRE4		Sulfur carrier protein ThiS	thiS HIR78_06445	A0A6M4JRE4_BACSU			
A0A6M3Z828		LlaJI family restriction endonuclease	HIR78_03510	A0A6M3Z828_BACSU			
A0A6M3ZEA3		Aminoglycoside 6-adenylyltransferase AadK	aadK HIR78_15755	A0A6M3ZEA3_BACSU			
A0A6M4JG85		Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt HIR78_08605	A0A6M4JG85_BACSU			
A0A6M4JP93		Sporulation delaying protein SdpC	sdpC HIR78_19520	A0A6M4JP93_BACSU			
A0A6M3Z9R5		GNAT family N-acetyltransferase	HIR78_07225	A0A6M3Z9R5_BACSU			
A0A6M3ZCZ3		Helix-turn-helix transcriptional regulator	HIR78_12590	A0A6M3ZCZ3_BACSU			
A0A6M3Z870		ABC transporter ATP-binding protein	HIR78_02560	A0A6M3Z870_BACSU			
A0A6M3ZA18		Winged helix-turn-helix transcriptional regulator	HIR78_07580	A0A6M3ZA18_BACSU			
A0A6M3Z9J0		Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB HIR78_00070	A0A6M3Z9J0_BACSU			
A0A6M4JQX0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Myo-inositol transporter IolF	iolF HIR78_22620	A0A6M4JQX0_BACSU			
A0A6M3ZHR8		HD domain-containing protein	HIR78_21545	A0A6M3ZHR8_BACSU			
A0A6M4JL39		YueI family protein	HIR78_18480	A0A6M4JL39_BACSU			
A0A6M3Z8Z3		Transcriptional regulator PadR	padR HIR78_04635	A0A6M3Z8Z3_BACSU			
A0A6M3ZFL9	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	Hypoxanthine/guanine permease PbuO	pbuO HIR78_17440	A0A6M3ZFL9_BACSU			
A0A6M4JCP7	SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004193}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004193}. Membrane {ECO:0000256|ARBA:ARBA00004635}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004635}.	Transporter substrate-binding domain-containing protein	HIR78_01975	A0A6M4JCP7_BACSU			
A0A6M4JPV1		Spore coat protein CotH	cotH HIR78_20725	A0A6M4JPV1_BACSU			
A0A6M3Z8U7		HAD family hydrolase	HIR78_05185	A0A6M3Z8U7_BACSU			
A0A6M4JDL6		DUF58 domain-containing protein	HIR78_03635	A0A6M4JDL6_BACSU			
A0A6M3ZBH3		Uncharacterized protein	HIR78_10510	A0A6M3ZBH3_BACSU			
A0A6M4JNR9		Uncharacterized protein	HIR78_15480	A0A6M4JNR9_BACSU			
A0A6M4JQ70		Insulinase family protein	HIR78_21450	A0A6M4JQ70_BACSU			
A0A6M3ZET0		Uncharacterized protein	HIR78_15390	A0A6M3ZET0_BACSU			
A0A6M3ZHR2		LysR family transcriptional regulator	HIR78_22200	A0A6M3ZHR2_BACSU			
A0A6M4JK03		Class I SAM-dependent methyltransferase	HIR78_10675	A0A6M4JK03_BACSU			
A0A6M3ZLR8	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00114}.	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC HIR78_22475	A0A6M3ZLR8_BACSU			
A0A6M4JRB2		Streptothricin N-acetyltransferase SatA	satA HIR78_23220	A0A6M4JRB2_BACSU			
A0A6M4JLE3		Uncharacterized protein	HIR78_12340	A0A6M4JLE3_BACSU			
A0A6M3ZGP4		Nucleotide pyrophosphohydrolase	HIR78_13515	A0A6M3ZGP4_BACSU			
A0A6M3ZIG8		Teichoic acid D-Ala incorporation-associated protein DltX	HIR78_22005	A0A6M3ZIG8_BACSU			
A0A6M4JR60		Amino acid permease	HIR78_22950	A0A6M4JR60_BACSU			
A0A6M3ZL10		Thioredoxin reductase (EC 1.8.1.9)	trxB HIR78_20060	A0A6M3ZL10_BACSU			
A0A6M4JG74		SH3 domain-containing protein	HIR78_04745	A0A6M4JG74_BACSU			
A0A6M3ZIX5		PQQ-like beta-propeller repeat protein	HIR78_22735	A0A6M3ZIX5_BACSU			
A0A6M3Z6L7	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01877}.	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI HIR78_00240	A0A6M3Z6L7_BACSU			
A0A6M4JJN0		UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	galU HIR78_09870	A0A6M4JJN0_BACSU			
A0A6M4JMI8		Uncharacterized protein	HIR78_07720	A0A6M4JMI8_BACSU			
A0A6M3ZAF9		Uncharacterized protein	HIR78_08205	A0A6M3ZAF9_BACSU			
A0A6M3ZDT3		DNA primase (EC 2.7.7.-)	dnaG HIR78_14905	A0A6M3ZDT3_BACSU			
A0A6M3ZBF9		YobA family protein	HIR78_10230	A0A6M3ZBF9_BACSU			
A0A6M4JKW2		Rhodanese-like domain-containing protein	HIR78_14565	A0A6M4JKW2_BACSU			
A0A6M4JFK2		Metallophosphoesterase	HIR78_07375	A0A6M4JFK2_BACSU			
A0A6M4JMB5		Stage III sporulation protein AF	spoIIIAF HIR78_14485	A0A6M4JMB5_BACSU			
